AnnualIncome,Investments,Deductions,HRA,Age,EmploymentType,MaritalStatus,TaxLiability,TaxBurdenRatio,TaxSavings,StandardDeduction,EffectiveStrategy
1280483.6,110242.0,14088.0,309905.31,70,Business,Married,54014.73,0.0422,345496.15,0,Senior_Planning
849343.32,112148.52,37044.7,51206.19,34,Private,Married,28490.17,0.0335,236504.95,50000,Standard_Planning
1666586.26,44355.0,83719.0,60080.2,69,Private,Married,189392.34,0.1136,330582.58,50000,Senior_Planning
300000.0,54756.66,42249.42,42893.25,65,Government,Married,0.0,0.0,93600.0,50000,Senior_Planning
831126.02,13613.05,87492.79,111598.77,39,Private,Single,25315.83,0.0305,233995.49,50000,Standard_Planning
1164756.51,131828.0,28386.0,236104.88,65,Government,Single,41876.27,0.036,321527.76,50000,Senior_Planning
1085798.7,128188.0,46839.0,213255.65,50,Private,Married,33541.67,0.0309,305227.52,50000,Aggressive_Tax_Planning
3566857.33,30175.0,79446.0,370873.76,43,Private,Married,689945.12,0.1934,422914.36,50000,High_Income_Strategy
625638.12,64691.36,43301.24,166863.27,51,Self-Employed,Married,5240.68,0.0084,189958.42,0,Standard_Planning
2545607.99,29876.0,51597.0,450147.73,37,Private,Married,355364.03,0.1396,438865.67,50000,High_Income_Strategy
1534102.93,112712.0,1451.0,426736.1,24,Private,Single,76939.8,0.0502,401700.32,50000,High_Income_Strategy
970580.84,23051.31,983.32,180074.15,27,Private,Single,41569.64,0.0428,261251.58,50000,Standard_Planning
1850454.87,51865.0,1295.0,295946.77,35,Private,Single,195420.61,0.1056,381921.31,50000,High_Income_Strategy
932350.59,58202.82,57445.47,342357.74,70,Private,Married,11665.92,0.0125,279227.47,50000,Senior_Planning
437949.23,53569.35,9353.22,88934.69,66,Private,Single,1876.78,0.0043,134763.38,50000,Senior_Planning
1494833.67,71555.0,20226.0,360553.67,24,Self-Employed,Single,86839.79,0.0581,379548.31,0,Aggressive_Tax_Planning
465659.73,56536.87,5952.27,182618.32,70,Private,Married,0.0,0.0,145285.83,50000,Senior_Planning
852030.88,22308.35,82166.9,32075.49,71,Business,Married,35409.93,0.0416,230423.7,0,Senior_Planning
889521.43,32185.32,30848.38,256507.56,28,Private,Single,20277.94,0.0228,257252.75,50000,Standard_Planning
519692.71,89944.18,57890.01,12474.01,50,Private,Single,5687.99,0.0109,156456.13,50000,Standard_Planning
1445883.88,139147.0,11806.0,550443.41,71,Government,Married,38426.7,0.0266,412689.07,50000,Senior_Planning
2396248.43,72361.0,34382.0,163635.72,43,Private,Married,390271.35,0.1629,357358.16,50000,High_Income_Strategy
1492905.44,70970.0,50328.0,483138.82,21,Private,Married,60601.11,0.0406,405185.39,50000,Aggressive_Tax_Planning
543274.49,87720.95,52655.29,77681.0,63,Government,Married,3911.3,0.0072,165590.34,50000,Senior_Planning
763877.09,60212.93,11080.83,147663.7,23,Private,Single,17671.64,0.0231,220658.01,50000,Standard_Planning
1797907.95,29680.0,37579.0,79783.9,39,Private,Single,242069.9,0.1346,318877.38,50000,High_Income_Strategy
672502.9,77872.93,47574.67,124780.88,26,Private,Married,8958.27,0.0133,200862.64,50000,Standard_Planning
1697478.43,54384.0,84368.0,568896.45,24,Self-Employed,Married,76413.48,0.045,453199.79,0,High_Income_Strategy
1713250.85,108473.0,68051.0,389049.78,58,Self-Employed,Married,108716.83,0.0635,425817.44,0,High_Income_Strategy
2453304.91,20849.0,97884.0,515683.49,49,Private,Married,294493.19,0.12,470937.95,50000,High_Income_Strategy
699982.54,1748.24,25939.25,202185.6,33,Private,Single,11445.69,0.0164,206948.86,50000,Standard_Planning
1446820.74,101437.0,39265.0,236941.52,75,Private,Married,92388.86,0.0639,359019.21,50000,Senior_Planning
1185190.61,113313.0,59980.0,454452.26,23,Private,Single,18974.32,0.016,350805.15,50000,Aggressive_Tax_Planning
1593829.62,124204.0,27714.0,527374.32,41,Self-Employed,Married,64667.82,0.0406,432607.02,0,High_Income_Strategy
2085671.25,111400.0,45074.0,712858.02,54,Private,Married,122998.56,0.059,527730.87,50000,High_Income_Strategy
2339841.05,91756.0,64319.0,399688.55,39,Self-Employed,Single,283632.18,0.1212,446398.23,0,High_Income_Strategy
944859.64,105282.14,91545.64,358094.35,69,Business,Single,7276.75,0.0077,287519.46,0,Senior_Planning
1703425.93,86457.0,11184.0,490180.31,22,Private,Single,102045.76,0.0599,429423.13,50000,High_Income_Strategy
2230564.68,87310.0,51632.0,449613.98,50,Private,Married,239306.72,0.1073,456629.47,50000,High_Income_Strategy
319970.87,73825.06,22194.2,92261.87,60,Retired,Single,0.0,0.0,99830.91,0,Senior_Planning
1177377.28,126750.0,42818.0,986.39,22,Business,Married,79419.16,0.0675,287922.55,0,Aggressive_Tax_Planning
2040885.54,84540.0,88704.0,738082.58,51,Private,Married,104948.26,0.0514,531808.02,50000,High_Income_Strategy
2776669.38,57019.0,68681.0,59338.57,48,Private,Married,535588.81,0.1929,330732.03,50000,High_Income_Strategy
1756962.31,57234.0,41048.0,544082.89,47,Business,Married,101836.26,0.058,446335.98,0,High_Income_Strategy
764032.2,103138.15,51637.95,128113.09,25,Private,Married,12019.44,0.0157,226358.61,50000,Standard_Planning
557269.69,19673.05,67198.78,191389.43,44,Government,Married,1508.44,0.0027,172359.7,50000,Standard_Planning
600057.47,92373.96,1625.13,58137.88,62,Retired,Married,10291.87,0.0172,176926.06,0,Senior_Planning
703897.08,13917.92,38215.83,106382.67,29,Self-Employed,Married,17719.59,0.0252,201896.3,0,Standard_Planning
1098644.33,41600.0,21209.0,408864.62,40,Private,Single,26204.95,0.0239,316572.08,50000,Aggressive_Tax_Planning
531583.55,35004.08,30611.85,28651.03,61,Private,Married,9740.46,0.0183,156113.6,50000,Senior_Planning
1109181.13,40067.0,13196.0,427157.63,46,Private,Married,26391.09,0.0238,319673.42,50000,Aggressive_Tax_Planning
878100.94,118918.16,22913.41,16256.73,71,Business,Married,35881.31,0.0409,238086.18,0,Senior_Planning
699625.38,109819.35,55573.06,241636.66,35,Private,Married,2215.01,0.0032,216068.11,50000,Standard_Planning
432706.25,55958.85,39513.09,48839.55,29,Private,Married,1996.53,0.0046,133007.82,50000,Standard_Planning
375723.92,61037.81,44511.88,17413.08,52,Private,Married,143.58,0.0004,117082.28,50000,Standard_Planning
728236.0,20453.86,59022.98,47853.29,52,Business,Married,23494.21,0.0323,203715.42,0,Standard_Planning
992747.91,45778.42,24471.14,373863.05,24,Private,Single,18058.07,0.0182,291679.28,50000,Standard_Planning
788386.8,23894.12,36218.14,199011.95,32,Government,Single,16043.31,0.0203,229933.37,50000,Standard_Planning
875922.91,100575.73,30117.38,60251.56,23,Private,Married,32237.74,0.0368,241050.21,50000,Standard_Planning
1138181.8,65180.0,36742.0,363959.13,54,Business,Married,30919.27,0.0272,324193.45,0,Aggressive_Tax_Planning
509100.39,94130.72,56224.68,118003.58,37,Private,Married,0.0,0.0,158839.32,50000,Standard_Planning
463822.95,24956.43,59640.32,52194.92,31,Private,Married,4005.63,0.0086,140707.13,50000,Standard_Planning
927433.09,81591.61,71204.48,97755.64,27,Private,Single,31395.66,0.0339,257963.46,50000,Standard_Planning
1466943.0,87482.0,10779.0,301443.75,50,Private,Married,91985.56,0.0627,365700.66,50000,Aggressive_Tax_Planning
1200210.99,53676.0,95071.0,209746.99,39,Private,Married,53307.85,0.0444,321157.98,50000,Aggressive_Tax_Planning
994540.9,16699.94,97508.95,36302.66,64,Private,Married,53668.58,0.054,256628.18,50000,Senior_Planning
1098793.68,87465.0,89967.0,430497.29,66,Retired,Married,12524.95,0.0114,330298.68,0,Senior_Planning
500574.9,3808.76,13919.91,191131.46,53,Private,Married,2169.17,0.0043,154010.2,50000,Standard_Planning
933407.12,27241.07,22896.49,126315.94,73,Government,Married,40084.76,0.0429,251138.26,50000,Senior_Planning
749464.75,106524.27,25947.66,133879.16,53,Private,Married,12121.91,0.0162,221711.09,50000,Standard_Planning
731278.6,114094.79,44570.6,136177.3,63,Private,Married,9694.67,0.0133,218464.25,50000,Senior_Planning
419006.47,56794.67,51815.06,9783.21,23,Private,Single,2631.9,0.0063,128098.11,50000,Standard_Planning
952512.55,129.55,29960.82,212243.45,22,Self-Employed,Single,34858.59,0.0366,262325.33,0,Standard_Planning
356994.31,15345.95,48249.53,95075.85,27,Government,Married,0.0,0.0,111382.23,50000,Standard_Planning
514807.02,90815.36,58057.96,59231.47,71,Retired,Married,2948.52,0.0057,157671.27,0,Senior_Planning
647964.41,56093.87,37193.45,107478.75,66,Government,Married,10254.31,0.0158,191910.58,50000,Senior_Planning
824657.1,35036.01,45751.74,220196.99,67,Government,Single,15461.93,0.0187,241831.09,50000,Senior_Planning
785896.09,27346.89,69256.47,205805.76,69,Private,Married,12141.32,0.0154,233058.26,50000,Senior_Planning
502026.62,7999.42,5103.21,88405.83,36,Business,Married,7826.94,0.0156,148805.36,0,Standard_Planning
496010.67,18887.46,51816.08,176438.3,35,Business,Single,0.0,0.0,154755.33,0,Standard_Planning
818135.24,36729.97,1028.91,41227.21,22,Private,Married,37871.51,0.0463,217386.68,50000,Standard_Planning
615515.62,42372.39,23342.24,225530.33,68,Business,Married,3862.07,0.0063,188178.8,0,Senior_Planning
1148007.04,26039.0,23882.0,427599.55,49,Private,Single,30730.6,0.0268,327447.6,50000,Aggressive_Tax_Planning
1325177.58,6580.0,52690.0,420903.84,55,Government,Married,53820.58,0.0406,359634.82,50000,Aggressive_Tax_Planning
365363.3,71132.66,20431.75,104889.7,74,Private,Married,0.0,0.0,113993.35,50000,Senior_Planning
695142.02,79911.42,41554.47,208693.25,45,Private,Married,5979.11,0.0086,210905.2,50000,Standard_Planning
390724.43,57877.76,33185.41,151725.42,31,Private,Married,0.0,0.0,121906.02,50000,Standard_Planning
538625.09,29210.11,58060.71,51899.77,33,Private,Married,7771.63,0.0144,160279.39,50000,Standard_Planning
1184232.68,84951.0,5086.0,272234.53,73,Retired,Married,50225.94,0.0424,319254.66,0,Senior_Planning
1087937.33,136534.0,95520.0,167985.32,74,Private,Married,32541.39,0.0299,306895.05,50000,Senior_Planning
795769.41,61917.61,32666.03,159861.97,55,Government,Single,17297.68,0.0217,230982.38,50000,Standard_Planning
687108.5,80886.46,2577.22,37223.03,43,Private,Single,19907.87,0.029,194469.98,50000,Standard_Planning
614309.83,18241.66,45375.66,183299.26,60,Private,Married,6104.45,0.0099,185560.22,50000,Senior_Planning
917863.63,135093.89,11570.19,92281.82,44,Private,Married,31607.44,0.0344,254766.01,50000,Standard_Planning
599051.33,36803.38,42002.74,83423.84,72,Retired,Married,9714.71,0.0162,177189.3,0,Senior_Planning
586263.68,71063.32,40530.99,135032.4,60,Private,Single,4661.12,0.008,178253.15,50000,Senior_Planning
440062.04,17485.5,29500.44,118043.0,73,Government,Married,1301.72,0.003,135997.64,50000,Senior_Planning
998519.43,9424.22,38524.03,213424.12,25,Government,Single,37663.29,0.0377,273874.77,50000,Standard_Planning
462990.92,29877.86,8834.67,25582.84,34,Business,Married,7732.17,0.0167,136721.0,0,Standard_Planning
584817.92,11659.96,28133.01,33104.35,69,Private,Single,14239.74,0.0243,168223.45,50000,Senior_Planning
772169.77,66205.15,60417.33,47490.12,20,Private,Single,23197.95,0.03,217719.02,50000,Standard_Planning
1158755.63,136296.0,65941.0,25175.19,73,Government,Married,67289.58,0.0581,294242.18,50000,Senior_Planning
1265206.42,16707.0,46543.0,42704.26,39,Business,Single,111124.45,0.0878,283619.95,0,Aggressive_Tax_Planning
1141054.09,130153.0,13387.0,334214.79,41,Self-Employed,Married,29983.13,0.0263,326025.75,0,Aggressive_Tax_Planning
857482.33,54526.49,2333.42,230637.25,70,Private,Married,20278.46,0.0236,247256.03,50000,Senior_Planning
1228814.52,111491.0,1048.0,223058.61,68,Government,Married,61341.84,0.0499,322048.29,50000,Senior_Planning
358552.68,2247.48,48402.54,94091.21,22,Private,Single,0.0,0.0,111868.44,50000,Standard_Planning
472172.76,52167.41,34048.13,3569.7,69,Private,Married,6884.15,0.0146,140433.75,50000,Senior_Planning
898191.03,87543.37,92432.22,223383.8,38,Private,Single,12731.25,0.0142,267504.36,50000,Standard_Planning
366829.69,78415.89,19324.75,35701.9,31,Government,Single,0.0,0.0,114450.86,50000,Standard_Planning
728944.5,106385.67,80231.25,264991.68,65,Retired,Single,1421.47,0.002,226009.22,0,Senior_Planning
968537.48,23819.59,86630.11,107277.46,30,Self-Employed,Married,39126.41,0.0404,263057.28,0,Standard_Planning
394236.3,32714.84,1714.07,157592.19,73,Business,Married,0.0,0.0,123001.73,0,Senior_Planning
876769.32,48037.06,35830.43,173553.29,63,Private,Married,25412.25,0.029,248139.78,50000,Senior_Planning
1313643.24,72200.0,20161.0,15025.67,58,Private,Single,120901.37,0.092,288955.32,50000,Aggressive_Tax_Planning
777562.16,7043.1,52081.93,141759.52,35,Business,Married,20974.47,0.027,221624.92,0,Standard_Planning
754408.36,68390.78,81183.88,231780.78,63,Private,Married,6398.75,0.0085,228976.66,50000,Senior_Planning
409596.2,70727.01,56172.32,131668.25,21,Private,Married,0.0,0.0,127794.01,50000,Standard_Planning
439436.61,86566.79,50966.57,157291.2,35,Private,Single,0.0,0.0,137104.22,50000,Standard_Planning
805860.71,4915.88,71978.87,134806.45,62,Private,Married,22792.59,0.0283,228635.95,50000,Senior_Planning
738174.89,103949.16,71075.27,171136.35,28,Private,Single,7384.73,0.01,222925.83,50000,Standard_Planning
1320870.39,104821.0,77869.0,402324.26,58,Retired,Married,37529.04,0.0284,374582.52,0,Aggressive_Tax_Planning
1635738.41,68113.0,98152.0,316591.23,45,Private,Single,109799.49,0.0671,400550.89,50000,High_Income_Strategy
1072523.35,87365.0,29844.0,109936.43,67,Private,Single,53878.95,0.0502,280748.33,50000,Senior_Planning
1093176.92,110658.0,62506.0,151324.73,45,Private,Married,41915.36,0.0383,299155.84,50000,Aggressive_Tax_Planning
1493689.07,62057.0,73301.0,561839.36,49,Government,Married,46252.71,0.031,419778.28,50000,Aggressive_Tax_Planning
1057753.0,74446.0,88323.0,299034.56,58,Private,Married,22978.74,0.0217,307040.19,50000,Aggressive_Tax_Planning
1184012.19,16676.0,91495.0,257885.18,56,Retired,Married,49601.14,0.0419,319810.67,0,Aggressive_Tax_Planning
905120.78,84350.3,52774.6,22136.19,60,Retired,Married,38569.41,0.0426,243828.27,0,Senior_Planning
701542.66,118410.42,78424.49,123414.03,69,Government,Married,6827.27,0.0097,212054.04,50000,Senior_Planning
794961.75,42066.54,75140.11,224313.1,74,Private,Married,10578.98,0.0133,237449.08,50000,Senior_Planning
1092617.95,127480.0,8974.0,113182.11,64,Business,Married,53505.17,0.049,287391.63,0,Senior_Planning
477231.24,30719.03,56035.85,33790.54,32,Self-Employed,Single,5547.66,0.0116,143348.48,0,Standard_Planning
714556.98,105406.61,73943.95,260149.37,60,Private,Single,1302.97,0.0018,221638.81,50000,Senior_Planning
1187259.79,76375.0,46618.0,32878.06,63,Private,Married,84528.86,0.0712,285896.2,50000,Senior_Planning
673679.73,83099.49,13563.53,61225.98,21,Private,Single,14642.24,0.0217,195545.84,50000,Standard_Planning
556079.62,33643.95,38949.15,97242.26,27,Private,Single,7084.7,0.0127,166412.14,50000,Standard_Planning
1086687.46,42568.0,74223.0,287029.18,58,Private,Married,32018.2,0.0295,307028.29,50000,Aggressive_Tax_Planning
722759.6,89560.77,6354.77,38948.05,67,Private,Married,22141.18,0.0306,203359.81,50000,Senior_Planning
1515874.22,131288.0,51868.0,599150.42,45,Private,Married,37291.05,0.0246,435661.71,50000,High_Income_Strategy
622818.14,16359.94,39810.24,207186.55,59,Private,Married,5691.99,0.0091,188627.27,50000,Standard_Planning
607698.6,19083.53,30784.06,219932.07,26,Private,Single,4570.74,0.0075,185031.22,50000,Standard_Planning
383081.46,45030.42,8817.23,126901.37,21,Private,Single,0.0,0.0,119521.42,50000,Standard_Planning
1487905.09,144902.0,7598.0,30809.77,47,Private,Single,144194.78,0.0969,320031.6,50000,Aggressive_Tax_Planning
1001881.48,89301.0,16235.0,127873.14,73,Private,Married,41881.69,0.0418,270705.34,50000,Senior_Planning
5000000.0,5088.0,78378.0,1802377.17,53,Private,Married,698616.93,0.1397,861383.07,50000,High_Income_Strategy
1759160.67,135022.0,50286.0,88890.59,68,Private,Married,191090.14,0.1086,357767.99,50000,Senior_Planning
2629033.88,63795.0,54139.0,834819.48,30,Private,Married,249999.48,0.0951,570259.09,50000,High_Income_Strategy
1498296.07,87268.0,401.0,503367.76,32,Private,Married,63532.45,0.0424,403935.92,50000,Aggressive_Tax_Planning
3915827.24,13813.0,8947.0,674311.64,28,Private,Married,731251.75,0.1867,490486.35,50000,High_Income_Strategy
2816994.92,23759.0,16849.0,138696.72,66,Private,Married,549959.34,0.1952,328943.07,50000,Senior_Planning
3871642.04,147001.0,5412.0,1062573.27,42,Private,Married,555876.6,0.1436,652075.71,50000,High_Income_Strategy
4302765.51,62751.0,50045.0,316846.7,61,Self-Employed,Single,935414.32,0.2174,407048.52,0,Senior_Planning
3283899.37,59315.0,78146.0,16903.69,23,Private,Single,703414.82,0.2142,321161.78,50000,High_Income_Strategy
3258934.37,69649.0,41747.0,1153029.06,60,Private,Married,349286.91,0.1072,667500.62,50000,Senior_Planning
1537282.99,30417.0,18887.0,550674.14,26,Business,Single,68219.56,0.0444,411412.74,0,High_Income_Strategy
4321074.91,99133.0,97370.0,1454479.49,49,Private,Single,560068.83,0.1296,788106.54,50000,High_Income_Strategy
4311669.77,91653.0,50489.0,1556136.56,52,Government,Married,542378.06,0.1258,802862.91,50000,High_Income_Strategy
1880550.39,104162.0,85302.0,412303.26,72,Business,Married,137483.62,0.0731,449248.11,0,Senior_Planning
4242852.23,22061.0,68545.0,918430.56,70,Private,Married,735950.49,0.1735,587819.41,50000,Senior_Planning
2523337.57,21826.0,20882.0,81342.43,43,Private,Married,475577.59,0.1885,311703.73,50000,High_Income_Strategy
1367315.96,41526.0,69540.0,449750.91,61,Retired,Married,47813.85,0.035,378788.73,0,Senior_Planning
3704164.42,142374.0,79557.0,235234.06,55,Private,Married,740063.8,0.1998,415635.5,50000,High_Income_Strategy
4029313.6,121303.0,72757.0,318977.4,65,Retired,Single,824078.18,0.2045,433067.67,0,Senior_Planning
3663548.42,90455.0,11935.0,322703.29,34,Private,Married,737398.0,0.2013,405629.11,50000,High_Income_Strategy
4525846.54,59926.0,90408.0,707308.07,44,Private,Married,871479.79,0.1926,540584.33,50000,High_Income_Strategy
4424472.72,33688.0,56551.0,671069.59,70,Private,Married,869907.21,0.1966,510528.28,50000,Senior_Planning
2343221.41,52677.0,47318.0,692953.97,26,Self-Employed,Married,210685.0,0.0899,520400.08,0,High_Income_Strategy
5000000.0,52259.0,45265.0,1019167.03,53,Private,Married,938592.4,0.1877,621407.6,50000,High_Income_Strategy
1760363.1,15495.0,94291.0,105832.58,23,Private,Single,208960.29,0.1187,340273.0,50000,High_Income_Strategy
3819142.98,71098.0,68905.0,1260014.1,52,Private,Married,481767.28,0.1261,709805.33,50000,High_Income_Strategy
4517210.36,29537.0,83077.0,972705.99,55,Business,Married,797749.79,0.1766,611619.84,0,High_Income_Strategy
3770188.55,16897.0,28296.0,530601.59,45,Self-Employed,Married,723650.91,0.1919,452647.91,0,High_Income_Strategy
3042391.16,146670.0,90080.0,1156856.05,40,Self-Employed,Married,241420.95,0.0794,707805.09,0,High_Income_Strategy
2851678.91,13469.0,24171.0,581032.58,46,Business,Married,423697.97,0.1486,466025.85,0,High_Income_Strategy
2652781.17,102577.0,89842.0,331064.1,54,Business,Married,391341.0,0.1475,436326.73,0,High_Income_Strategy
1518911.99,36579.0,616.0,91074.44,75,Private,Married,166567.06,0.1097,307333.48,50000,Senior_Planning
1534569.14,107744.0,18971.0,159573.73,24,Private,Single,129642.33,0.0845,349143.25,50000,High_Income_Strategy
1605967.86,123427.0,82236.0,25221.41,70,Retired,Married,162521.7,0.1012,338540.28,0,Senior_Planning
2862897.03,32104.0,86051.0,249383.0,75,Retired,Married,505552.02,0.1766,387671.86,0,Senior_Planning
2406374.88,46215.0,48160.0,34031.74,28,Government,Single,437726.06,0.1819,313062.9,50000,High_Income_Strategy
3209641.54,37022.0,17075.0,1167018.55,31,Private,Single,347420.11,0.1082,653988.05,50000,High_Income_Strategy
1220335.19,55612.0,73298.0,28563.88,28,Private,Married,91075.15,0.0746,289669.43,50000,Aggressive_Tax_Planning
2995345.96,52945.0,28596.0,91483.98,31,Private,Married,607564.15,0.2028,326983.79,50000,High_Income_Strategy
2014475.72,44785.0,62623.0,451720.08,72,Private,Married,183390.39,0.091,445126.04,50000,Senior_Planning
2073484.28,106230.0,52371.0,162552.67,20,Private,Single,273727.15,0.132,373199.95,50000,High_Income_Strategy
2121780.47,104031.0,16502.0,554508.5,49,Private,Married,181152.13,0.0854,480843.38,50000,High_Income_Strategy
1948232.21,95313.0,9265.0,412980.07,67,Retired,Married,176975.28,0.0908,430873.17,0,Senior_Planning
3927504.71,114948.0,20321.0,13233.46,23,Private,Single,906048.7,0.2307,319332.77,50000,High_Income_Strategy
4511367.78,18968.0,28954.0,1054400.23,74,Private,Single,790622.21,0.1753,616924.54,50000,Senior_Planning
2164883.42,13406.0,93840.0,565340.61,45,Business,Married,192997.17,0.0891,482446.46,0,High_Income_Strategy
3787191.44,9913.0,91488.0,982414.56,64,Private,Married,570453.27,0.1506,611150.46,50000,Senior_Planning
1615709.76,98356.0,92666.0,190907.8,30,Government,Single,126626.23,0.0784,377475.21,50000,High_Income_Strategy
4531763.37,24346.0,37016.0,1076883.68,39,Private,Married,785777.52,0.1734,628132.65,50000,High_Income_Strategy
4631430.35,24069.0,39310.0,1817828.49,50,Private,Married,585069.53,0.1263,859936.74,50000,High_Income_Strategy
3602826.93,105887.0,41844.0,853056.68,51,Self-Employed,Married,538836.25,0.1496,585245.76,0,High_Income_Strategy
4040707.95,48747.0,45885.0,1449496.73,50,Private,Married,505932.72,0.1252,754768.16,50000,High_Income_Strategy
5000000.0,56418.0,81668.0,572167.4,59,Government,Married,1065400.94,0.2131,494599.06,50000,High_Income_Strategy
3367899.85,147895.0,38372.0,522485.14,74,Government,Married,556654.09,0.1653,494130.67,50000,Senior_Planning
3522362.86,127491.0,18367.0,1331072.59,37,Private,Single,365174.87,0.1037,733802.34,50000,High_Income_Strategy
2316414.18,141095.0,67289.0,925618.11,68,Private,Married,115941.71,0.0501,606779.51,50000,Senior_Planning
2935035.67,17067.0,19363.0,132714.58,65,Private,Married,589958.02,0.201,325773.11,50000,Senior_Planning
3451173.56,10310.0,55882.0,939757.04,60,Self-Employed,Single,489910.05,0.142,586856.1,0,Senior_Planning
3544000.14,142174.0,56427.0,920798.49,35,Self-Employed,Single,483475.4,0.1364,622252.64,0,High_Income_Strategy
2813366.47,87172.0,8697.0,491002.65,25,Private,Married,421666.38,0.1499,456103.95,50000,High_Income_Strategy
4071551.07,114239.0,40518.0,890356.39,51,Private,Married,671248.56,0.1649,599075.38,50000,High_Income_Strategy
3882865.22,124436.0,19528.0,1484978.12,40,Self-Employed,Married,430224.01,0.1108,781229.94,0,High_Income_Strategy
3679474.42,79111.0,23270.0,597881.04,59,Private,Married,656514.26,0.1784,491481.76,50000,High_Income_Strategy
3598204.37,19246.0,92875.0,297760.71,61,Government,Married,721756.67,0.2006,400883.09,50000,Senior_Planning
2395969.37,131718.0,62471.0,266854.83,24,Business,Single,330696.77,0.138,416845.67,0,High_Income_Strategy
4400549.96,33963.0,125.0,698510.06,44,Private,Married,871400.99,0.198,501570.6,50000,High_Income_Strategy
4027607.32,29513.0,93787.0,1141416.27,70,Government,Married,589022.01,0.1462,667591.48,50000,Senior_Planning
2502704.95,131340.0,48374.0,959732.29,65,Government,Married,159447.25,0.0637,621396.69,50000,Senior_Planning
1771337.48,121358.0,54971.0,496892.29,67,Private,Married,98408.17,0.0556,454249.13,50000,Senior_Planning
2462111.64,111406.0,72995.0,149775.46,71,Private,Married,390915.78,0.1588,377263.06,50000,Senior_Planning
4142532.92,18107.0,69239.0,85025.86,72,Private,Married,965690.25,0.2331,326780.02,50000,Senior_Planning
3375000.7,29420.0,15321.0,328142.14,50,Government,Married,663660.68,0.1966,389339.54,50000,High_Income_Strategy
2847949.7,23934.0,28864.0,124634.2,24,Private,Single,560201.46,0.1967,328358.85,50000,High_Income_Strategy
2838122.34,119949.0,38052.0,742426.95,58,Business,Married,331560.65,0.1168,553933.52,0,High_Income_Strategy
3812343.06,59059.0,7711.0,368437.04,52,Private,Married,780666.44,0.2048,408784.6,50000,High_Income_Strategy
2874871.04,40333.0,42385.0,438049.02,61,Business,Married,461480.45,0.1605,435479.31,0,Senior_Planning
1234465.51,96187.0,609.0,62070.39,24,Government,Married,93724.62,0.0759,291428.62,50000,Aggressive_Tax_Planning
2370844.48,76126.0,34937.0,421567.59,46,Government,Married,300522.74,0.1268,439180.74,50000,High_Income_Strategy
3515372.42,61296.0,22240.0,848481.31,27,Private,Married,533006.79,0.1516,563789.4,50000,High_Income_Strategy
2502690.83,22398.0,59862.0,492429.94,58,Private,Married,328536.28,0.1313,452303.26,50000,High_Income_Strategy
3850853.72,145279.0,12059.0,810476.42,38,Private,Married,626508.26,0.1627,574958.1,50000,High_Income_Strategy
3916632.84,23426.0,17394.0,940147.53,23,Private,Single,642927.58,0.1642,579061.87,50000,High_Income_Strategy
2094197.61,61026.0,59471.0,390339.72,20,Private,Single,221008.6,0.1055,432381.06,50000,High_Income_Strategy
3217810.34,34922.0,68026.0,728272.28,55,Private,Married,471616.1,0.1466,532340.73,50000,High_Income_Strategy
3812954.27,121497.0,64243.0,1496537.15,39,Government,Married,391771.26,0.1027,797870.47,50000,High_Income_Strategy
3283085.78,125469.0,15359.0,634262.72,53,Business,Married,509494.46,0.1552,514828.31,0,High_Income_Strategy
5000000.0,58838.0,17559.0,1137658.73,72,Business,Married,908214.61,0.1816,651785.39,0,Senior_Planning
2728895.91,75619.0,44275.0,751026.45,21,Business,Single,306688.34,0.1124,544727.18,0,High_Income_Strategy
5000000.0,52705.0,3914.0,1420593.17,38,Private,Single,826109.8,0.1652,733890.2,50000,High_Income_Strategy
3545856.57,123841.0,59548.0,1126878.0,48,Private,Married,424503.95,0.1197,681803.3,50000,High_Income_Strategy
1498172.87,108007.0,5651.0,134184.32,67,Private,Single,130085.94,0.0868,337343.99,50000,Senior_Planning
2362064.31,8699.0,55109.0,835495.51,30,Private,Married,185317.81,0.0785,551646.26,50000,High_Income_Strategy
1680441.01,101401.0,59897.0,477195.47,35,Private,Single,86725.09,0.0516,437572.51,50000,High_Income_Strategy
2305579.31,122329.0,77234.0,202662.64,56,Private,Married,320846.34,0.1392,398494.4,50000,High_Income_Strategy
3156232.27,99662.0,94634.0,1192347.96,65,Private,Married,279111.55,0.0884,705632.91,50000,Senior_Planning
2811005.99,118609.0,48571.0,499849.52,57,Government,Single,395920.66,0.1408,481113.21,50000,High_Income_Strategy
2546245.71,38116.0,71780.0,928290.11,30,Private,Single,197514.59,0.0776,596914.07,50000,High_Income_Strategy
3056327.67,8614.0,86510.0,40530.34,21,Business,Married,638250.08,0.2088,315324.16,0,High_Income_Strategy
2836997.44,55673.0,26498.0,684766.19,56,Private,Married,372858.8,0.1314,512284.4,50000,High_Income_Strategy
2666059.19,84015.0,599.0,1033649.48,38,Private,Married,209912.26,0.0787,621898.21,50000,High_Income_Strategy
1237521.48,121196.0,31061.0,424025.62,45,Private,Married,29768.84,0.0241,356337.86,50000,Aggressive_Tax_Planning
1047193.77,9128.0,5694.0,316738.92,33,Private,Single,35425.82,0.0338,291298.64,50000,Aggressive_Tax_Planning
1200965.72,11735.0,74452.0,459964.65,37,Self-Employed,Single,29100.66,0.0242,345600.64,0,Aggressive_Tax_Planning
